KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
bkiLegacyBoss2Info,"[c][00FFAA]Legacy Boss[-][/c]\nDevices, Weapons and Cores can be placed inside its body, where they will be invincible until the block is destroyed by weapon fire.\nInvincible shield when turned off\nExpands a Blackhole every 25 seconds that pulls everything in the area towards it\nCannot be damaged from below. Must be level with core.",,,,"[c][00FFAA]Jefe Legacy[-][/c]\nDispositivos, armas y núcleos pueden colocarse dentro de su cuerpo, donde serán invencibles hasta que el bloque sea destruido por fuego de armas.\nEscudo invencible cuando está apagado\nExpande un Agujero Negro cada 25 segundos que atrae todo hacia el área\nNo puede ser dañado desde abajo. Debe estar al nivel del núcleo.",,,,,,,,,,,,
cpgTrap,Trap Blocks,,,,"Bloques Trampa",,,,,,,,,,,,
Eden_TungstenOre,Tungsten Ore,,,,"Mineral de Tungsteno",,,,,,,,,,,,
Eden_TungstenOreinfo,"A dark-colored intermediate tungstate mineral known as Wolframite. It is one of the most important sources of Tungsten, but due to the metal's hardness is hard to work with.",,,,"Un mineral intermedio de tungstato de color oscuro conocido como Wolframita. Es una de las fuentes más importantes de tungsteno, pero debido a la dureza del metal es difícil de trabajar.",,,,,,,,,,,,
Eden_TungstenIngot,Tungsten Ingot,,,,"Lingote de Tungsteno",,,,,,,,,,,,
Eden_TungstenIngotinfo,"A heavy metal exhibiting high strength and a melting point, it's been used for a variety of roles from contact surfaces to kinetic penetrators.\nTungsten's use has seen a steady decline as its more malleable allotrope 'Sathium' has become prominent.",,,,"Un metal pesado que exhibe alta resistencia y punto de fusión, ha sido utilizado en una variedad de roles desde superficies de contacto hasta penetradores cinéticos.\nEl uso del tungsteno ha disminuido constantemente a medida que su alotropo más maleable 'Sathium' se ha vuelto prominente.",,,,,,,,,,,,
Eden_AsteroidPalladium,Palladium Deposit,,,,"Depósito de Paladio",,,,,,,,,,,,
Eden_PalladiumOre,Palladium Ore,,,,"Mineral de Paladio",,,,,,,,,,,,
Eden_PalladiumOreinfo,A rather sizable mineral containing an amount of Palladium and trace elements of rare earth minerals.\nProcessing will need to be handled using a Furnace to separate the Palladium from the slag.,,,,"Un mineral bastante grande que contiene cierta cantidad de Paladio y elementos traza de minerales de tierras raras.\nEl procesamiento debe realizarse en un Horno para separar el Paladio de la escoria.",,,,,,,,,,,,
Eden_PalladiumIngot,Palladium Ingot,,,,"Lingote de Paladio",,,,,,,,,,,,
Eden_PalladiumIngotinfo,"A member of the platinum-group of metals, Palladium is used in a variety of applications from catalysts to some unconventional electronics.",,,,"Miembro del grupo de metales del platino, el Paladio se utiliza en una variedad de aplicaciones, desde catalizadores hasta algunos componentes electrónicos no convencionales.",,,,,,,,,,,,
Eden_MagmaciteOre,Magmacite Ore,,,,"Mineral de Magmacita",,,,,,,,,,,,
Eden_MagmaciteOreinfo,An unusual and dense mineral exhibiting extremely strong magnetism. In the presence of a strong external magnetic field and high temperatures it can levitate as a result of the Meissner effect.\n[c][00FF00]Can only be processed in a Furnace[-][/c],,,,"Un mineral inusual y denso que exhibe un magnetismo extremadamente fuerte. En presencia de un campo magnético externo fuerte y altas temperaturas, puede levitar debido al efecto Meissner.\n[c][00FF00]Solo puede procesarse en un Horno[-][/c]",,,,,,,,,,,,
Eden_MagmaciteIngot,Magmacite Ingot,,,,"Lingote de Magmacita",,,,,,,,,,,,
Eden_MagmaciteIngotinfo,An allotrope of Samarium possessing strong permanent magnetism even in an unalloyed state. It has a number of applications in plasma confinement and electromagnetic technologies.,,,,"Un alotropo de Samario que posee fuerte magnetismo permanente incluso en estado no aleado. Tiene varias aplicaciones en confinamiento de plasma y tecnologías electromagnéticas.",,,,,,,,,,,,
Eden_MagmacitePlate,Magnetic Plates,,,,"Placas Magnéticas",,,,,,,,,,,,
Eden_MagmacitePlateinfo,Alloy metal plates utilizing permanent magnetism and high tensile strength materials for variable magnetic confinement in applications from hover technologies to electromagnetic rails.,,,,"Placas metálicas aleadas que utilizan magnetismo permanente y materiales de alta resistencia a la tracción para confinamiento magnético variable, en aplicaciones que van desde tecnologías de levitación hasta rieles electromagnéticos.",,,,,,,,,,,,
Eden_PlasmaCoil,Plasma Coil,,,,"Bobina de Plasma",,,,,,,,,,,,
Eden_PlasmaCoilinfo,"A non-standard electromagnetic coil used in plasma confinement, shaping and direction. Commonly used in older model weapons, thrusters and powerplants.",,,,"Una bobina electromagnética no estándar utilizada en el confinamiento, modelado y dirección de plasma. Comúnmente usada en armas, propulsores y plantas de energía de modelos antiguos.",,,,,,,,,,,,
Eden_Electromagnet,Advanced Electromagnet,,,,"Electroimán Avanzado",,,,,,,,,,,,
Eden_Electromagnetinfo,An advanced electrical device that utilizes the magnetic properties of Magmacite to produce high-strength monopolar magnetic fields when supplied with sufficient energy.,,,,"Un dispositivo eléctrico avanzado que utiliza las propiedades magnéticas de la Magmacita para producir campos magnéticos monopolares de alta intensidad cuando se suministra suficiente energía.",,,,,,,,,,,,
Eden_Voidium,Voidium Crystal,,,,"Cristal de Voidium",,,,,,,,,,,,
Eden_Voidiuminfo,"A super-dense crystalline structure containing trace amounts of quantifiable Dark Matter, trapped in a state of flux where it can be observed and potentially extracted.\n\n[c][FF0000]Caution: Heavy[-][/c]",,,,"Una estructura cristalina superdensa que contiene trazas de Materia Oscura cuantificable, atrapadas en un estado de flujo donde puede ser observada y potencialmente extraída.\n\n[c][FF0000]Precaución: Pesado[-][/c]",,,,,,,,,,,,
Eden_GaussRail,Gauss Rail,,,,"Riel Gauss",,,,,,,,,,,,
Eden_GaussRailinfo,Reinforced super-magnetic rails used to accelerate projectiles at high speed while being able to withstand the stress of such strong magnetic forces.,,,,"Rieles súper magnéticos reforzados usados para acelerar proyectiles a alta velocidad mientras soportan la tensión de fuerzas magnéticas tan fuertes.",,,,,,,,,,,,
Eden_IndustrialFuel,Industrial Fuel,,,,"Combustible Industrial",,,,,,,,,,,,
Eden_IndustrialFuelinfo,A pack of fuel suitable for the operation of heavy industrial equipment.\nCannot be used in standard fuel tanks or devices.\n[c][FFFFFF]Unlocked via schematic.[-][/c],,,,"Un paquete de combustible adecuado para la operación de equipos industriales pesados.\nNo puede usarse en tanques de combustible o dispositivos estándar.\n[c][FFFFFF]Desbloqueado mediante plano.[-][/c]",,,,,,,,,,,,
Eden_Semiconductor,Semiconductor,,,,"Semiconductor",,,,,,,,,,,,
Eden_Semiconductorinfo,A Palladium-doped electronic component typically used in a variety of integrated circuits.,,,,"Componente electrónico dopado con Paladio, típicamente usado en una variedad de circuitos integrados.",,,,,,,,,,,,
Eden_ComputerT2,Advanced Computer,,,,"Computadora Avanzada",,,,,,,,,,,,
Eden_ComputerT2info,The latest model of computer hardware. Used in a variety of applications from military targeting systems to high-end datamining rigs.,,,,"El modelo más reciente de hardware de computadora. Usado en diversas aplicaciones, desde sistemas de puntería militar hasta equipos de minería de datos de alto nivel.",,,,,,,,,,,,
Eden_Deuterium,Deuterium,,,,"Deuterio",,,,,,,,,,,,
Eden_Deuteriuminfo,"A stable, heavy isotope of Hydrogen.\nCan be sold to traders or used in crafting.",,,,"Un isótopo estable y pesado del Hidrógeno.\nPuede venderse a comerciantes o usarse en fabricación.",,,,,,,,,,,,
Eden_DeuteriumFuel,Deuterium Fuel Cell,,,,"Celda de Combustible de Deuterio",,,,,,,,,,,,
Eden_DeuteriumFuelinfo,Used to power and cool specialized mining equipment.,,,,"Usada para alimentar y enfriar equipos de minería especializados.",,,,,,,,,,,,
Eden_ModularPulseLaserLensSmall,Small Advanced Focusing Lens,,,,"Lente de Enfoque Avanzado Pequeña",,,,,,,,,,,,
Eden_ModularPulseLaserLensSmallinfo,"A small, solid-state lens and cooling assembly used in the manufacturing of advanced portable lasers.",,,,"Una lente y conjunto de enfriamiento de estado sólido pequeña, usada en la fabricación de láseres portátiles avanzados.",,,,,,,,,,,,
Eden_ModularPulseLaserLensLarge,Large Advanced Focusing Lens,,,,"Lente de Enfoque Avanzado Grande",,,,,,,,,,,,
Eden_ModularPulseLaserLensLargeinfo,"A large, solid-state focusing lens and cooling assembly used in the manufacturing of advanced laser weapons on warships.",,,,"Una lente de enfoque y conjunto de enfriamiento de estado sólido grande, usada en la fabricación de armas láser avanzadas para naves de guerra.",,,,,,,,,,,,
Eden_DiamondCut,Industrial Cut Diamond,,,,"Diamante Industrial Cortado",,,,,,,,,,,,
Eden_DiamondCutinfo,A diamond that has been perfectly cut and polished in a universal constructor.,,,,"Un diamante perfectamente cortado y pulido en un constructor universal.",,,,,,,,,,,,
Eden_PowerRegulator,Advanced Power Regulator,,,,"Regulador de Potencia Avanzado",,,,,,,,,,,,
Eden_PowerRegulatorinfo,A reinforced electrical component used for regulating extremely high voltages in compact assemblies.,,,,"Componente eléctrico reforzado usado para regular voltajes extremadamente altos en ensamblajes compactos.",,,,,,,,,,,,
Eden_Salvage1,Salvage,,,,"Chatarra",,,,,,,,,,,,
Eden_Salvage2,Salvage,,,,"Chatarra",,,,,,,,,,,,
Eden_Salvage3,Salvage,,,,"Chatarra",,,,,,,,,,,,
Eden_Salvage4,Salvage,,,,"Chatarra",,,,,,,,,,,,
Eden_Salvage5,Salvage,,,,"Chatarra",,,,,,,,,,,,
Eden_SalvageIteminfo,"An assortment of scrap metal, broken machinery and junk electronics that can be dismantled using a Deconstructor for raw components.",,,,"Una variedad de chatarra metálica, maquinaria rota y electrónicos desechados que pueden desarmarse con un Desconstructor para obtener componentes.",,,,,,,,,,,,
CornDogBushHarvested,Candlerod Plant (Harvested),,,,"Planta Candlerod (Cosechada)",,,,,,,,,,,,
DataCore,[c][FF6600]Data Core[-][/c],,,,"[c][FF6600]Núcleo de Datos[-][/c]",,,,,,,,,,,,
itmDataCore,Proprietary Data Processing Core developed and utilized primarily by the Empire as an attempt to reproduce the Legacy's quantum computer technology.\n[c][00FF00]Used in Advanced Cores[-][/c],,,,"Núcleo de Procesamiento de Datos propietario desarrollado y usado principalmente por el Imperio como intento de reproducir la tecnología de computadoras cuánticas Legacy.\n[c][00FF00]Usado en Núcleos Avanzados[-][/c]",,,,,,,,,,,,
CoreT2Small,[c][FF6600]Advanced Core (Small)[-][/c],,,,"[c][FF6600]Núcleo Avanzado (Pequeño)[-][/c]",,,,,,,,,,,,
CoreT2Large,[c][FF6600]Advanced Core (Large)[-][/c],,,,"[c][FF6600]Núcleo Avanzado (Grande)[-][/c]",,,,,,,,,,,,
bkiCoreT2,An advanced system core that replaces the standard core used in most ships and bases; Providing significantly faster processing speeds and optimized load times.\n[c][00FF00]Increased CPU Capacity[-][/c],,,,"Un núcleo de sistema avanzado que reemplaza el núcleo estándar usado en la mayoría de naves y bases",,,,,,,,,,,,
CoreT3Small,[c][00FFAA]Quantum Core (Small)[-][/c],,,,"[c][00FFAA]Núcleo Cuántico (Pequeño)[-][/c]",,,,,,,,,,,,
CoreT3Large,[c][00FFAA]Quantum Core (Large)[-][/c],,,,"[c][00FFAA]Núcleo Cuántico (Grande)[-][/c]",,,,,,,,,,,,
bkiCoreT3,"A superior system core derived from Legacy technology utilizing multi-dimensional quantum computing to provide unparalelled processing power, replacing a structure's standard Core.\n[c][00FFAA]Significantly Increased CPU Capacity[-][/c]",,,,"Un núcleo de sistema superior derivado de tecnología Legacy, utilizando computación cuántica multidimensional para proporcionar un poder de procesamiento sin igual, reemplazando el núcleo estándar de una estructura.\n[c][00FFAA]Capacidad de CPU significativamente aumentada[-][/c]",,,,,,,,,,,,
KBotLS,Zeus,,,,"Zeus",,,,,,,,,,,,
KBotMG,Maverick,,,,"Maverick",,,,,,,,,,,,
KBotRK,Storm,,,,"Storm",,,,,,,,,,,,
MechaBotTank,Mechatank,,,,"Mechatank",,,,,,,,,,,,
StorageShelfV1,Storage Rack,,,,"Estante de Almacenamiento",,,,,,,,,,,,
StorageShelfV2,Storage Shelves,,,,"Estantes de Almacenamiento",,,,,,,,,,,,
ConsoleAdvancedV1,Crew Station,,,,"Estación de Tripulación",,,,,,,,,,,,
ConsoleAdvancedV2,Central Console Table,,,,"Mesa de Consola Central",,,,,,,,,,,,
ConsoleAdvancedV3,Primary Crew Station,,,,"Estación de Tripulación Principal",,,,,,,,,,,,
ConsoleAdvancedV4,Auxiliary Crew Station,,,,"Estación de Tripulación Auxiliar",,,,,,,,,,,,
AutoRepairDevice,Auto-Maintenance System,,,,"Sistema de Mantenimiento Automático",,,,,,,,,,,,
bkiAutoRepairDevice,The central terminal for automated repairs of all damaged blocks on a base or vessel.\n[c][00FF00]Requires Repair Charges[-][/c]\n[c][FFD837]Cannot be used while in combat or with an active shield[-][/c]\n[c][FF0000]Does not replace lost blocks[-][/c],,,,"Terminal central para reparaciones automáticas de todos los bloques dañados en una base o nave.\n[c][00FF00]Requiere Cargas de Reparación[-][/c]\n[c][FFD837]No se puede usar en combate o con un escudo activo[-][/c]\n[c][FF0000]No reemplaza bloques perdidos[-][/c]",,,,,,,,,,,,
SwitchExplosive,[c][FF0000]Demolition Site[-][/c],,,,"[c][FF0000]Zona de Demolición[-][/c]",,,,,,,,,,,,
bkiSwitchBomb,Dedicated signal switch for using Demolition Charge (Token 4034-4036) to detonate an attached explosive block after a timer.\nSwitch must turn itself off on activation in order to change render to a placed explosive.,,,,"Interruptor de señal dedicado para usar Carga Explosiva (Token 4034-4036) para detonar un bloque explosivo conectado después de un temporizador.\nEl interruptor debe apagarse automáticamente al activarse para cambiar la visualización al bloque explosivo colocado.",,,,,,,,,,,,
LegacyForcefieldRound,[c][00FFAA]Forcefield (Spherical)[-][/c],,,,"[c][00FFAA]Campo de Fuerza (Esférico)[-][/c]",,,,,,,,,,,,
bkiLegacySphere,"Produces a destructible, spherical forcefield from the edge of the block roughly 5x5x5 in size that can protect objects, turrets, shields and doors.\nCan be destroyed by normal handheld weapons\n90% Blast Resistant\nColor changes depending on block HP.\nBecomes invincible when turned on.",,,,"Produce un campo de fuerza esférico y destructible desde el borde del bloque de aproximadamente 5x5x5 que puede proteger objetos, torretas, escudos y puertas.\nPuede ser destruido con armas portátiles normales\n90% Resistente a explosiones\nEl color cambia según la HP del bloque.\nSe vuelve invencible cuando está activado.",,,,,,,,,,,,
CockpitCanopyV1,Canopy Forcefield,,,,"Capó del Cockpit",,,,,,,,,,,,
bkiCockpitCanopy,A forcefield that can be placed over an existing cockpit for additional protection from weapon fire without impeding movement by the pilot.\n[c][FF0000]Not fully airtight[-][/c],,,,"Un campo de fuerza que se puede colocar sobre un cockpit existente para protección adicional contra fuego de armas sin impedir el movimiento del piloto.\n[c][FF0000]No completamente hermético[-][/c]",,,,,,,,,,,,
MissionContainer,[c][00FFFF]Mission Container[-][/c],,,,"[c][00FFFF]Contenedor de Misión[-][/c]",,,,,,,,,,,,
bkiMissionContainer,Super-Storage Container for drop-off missions capable of holding anything.\n[c][FF0000]NOT FOR PLAYER USE[-][/c],,,,"Contenedor de súper-almacenamiento para misiones de entrega capaz de contener cualquier cosa.\n[c][FF0000]NO PARA USO DE JUGADOR[-][/c]",,,,,,,,,,,,
Eden_ForcefieldOneWay1x1,[c][FF0000]One Way Forcefield (1x1)[-][/c],,,,"[c][FF0000]Campo de Fuerza Unidireccional (1x1)[-][/c]",,,,,,,,,,,,
Eden_ForcefieldOneWay1x1info,A one way forcefield that can be placed in doorways and halls and can be controlled via signals.\nThe emitter base is automatically hidden if the forcefield is on.,,,,"Un campo de fuerza unidireccional que se puede colocar en puertas y pasillos y se puede controlar mediante señales.\nLa base del emisor se oculta automáticamente si el campo de fuerza está activado.",,,,,,,,,,,,
Eden_ShuttleBlocks,Shuttle Launchpads (POI),,,,"Plataformas de Lanzamiento de Transbordador (POI)",,,,,,,,,,,,
Eden_Oldinfo,[c][FFFF00]This block ID is no longer valid. Please update your blueprints with the new version of this block as soon as possible.[-][/c] \n\n[c][FF0000]This block will be removed from the scenario and your blueprints in a future update.[-][/c] \nIf this is a player block you can pick it up via multitool to obtain the new block version. For POI blocks you will need to manually replace. \n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,"[c][FFFF00]Este ID de bloque ya no es válido. Actualice sus planos con la nueva versión de este bloque lo antes posible.[-][/c] \n\n[c][FF0000]Este bloque se eliminará del escenario y de sus planos en una actualización futura.[-][/c] \nSi este es un bloque de jugador, puede recogerlo con la multi-herramienta para obtener la nueva versión del bloque. Para bloques de POI deberá reemplazarlos manualmente. \n[c][A9A9A9][i]Requiere Project Eden o Reforged Eden.[/i][-][/c]",,,,,,,,,,,,
Eden_Oldinfoitem,[c][FFFF00]THIS ITEM IS DEPRECATED AND WILL BE REMOVED IN A FUTURE UPDATE. PLEASE DELETE THIS ITEM FROM YOUR INVENTORY.\nIF YOU OBTAINED THIS ITEM IN SURVIVAL PLEASE REPORT THE ISSUE TO THE SCENARIO DEVELOPER OR YOUR SERVER ADMIN.[-][/c],,,,"[c][FFFF00]ESTE ARTÍCULO ESTÁ OBSOLETO Y SE ELIMINARÁ EN UNA ACTUALIZACIÓN FUTURA. ELIMÍNELO DE SU INVENTARIO.\nSI OBTUVO ESTE ARTÍCULO EN SUPERVIVENCIA, INFORME EL PROBLEMA AL DESARROLLADOR DEL ESCENARIO O A SU ADMINISTRADOR DEL SERVIDOR.[-][/c]",,,,,,,,,,,,
Eden_InvalidItem1,[c][FF0000]DEPRECATED ITEM[-][/c],,,,"[c][FF0000]ARTÍCULO OBSOLETO[-][/c]",,,,,,,,,,,,
Eden_InvalidItem2,[c][FF0000]DEPRECATED ITEM[-][/c],,,,"[c][FF0000]ARTÍCULO OBSOLETO[-][/c]",,,,,,,,,,,,
Eden_InvalidItem3,[c][FF0000]DEPRECATED ITEM[-][/c],,,,"[c][FF0000]ARTÍCULO OBSOLETO[-][/c]",,,,,,,,,,,,
Eden_InvalidItem4,[c][FF0000]DEPRECATED ITEM[-][/c],,,,"[c][FF0000]ARTÍCULO OBSOLETO[-][/c]",,,,,,,,,,,,
Eden_Oldtraderinfo,[c][FF0000]This trader is no longer used.[-][/c]\n[c][FFFF00]The POI this trader has spawned in was updated but the update may only apply to newly generated star systems. POIs in unexplored star systems will have the correct trader but POIs in existing star systems might not.If you are seeing this message please DO NOT report this issue to the scenario developers.[-][/c],,,,"[c][FF0000]Este comerciante ya no se utiliza.[-][/c]\n[c][FFFF00]El POI donde aparecía este comerciante fue actualizado, pero la actualización puede aplicarse solo a sistemas estelares recién generados. Los POIs en sistemas estelares no explorados tendrán el comerciante correcto, pero en sistemas existentes podría no ser así. Si ve este mensaje, NO informe este problema a los desarrolladores del escenario.[-][/c]",,,,,,,,,,,,
